"hotel_City Hotel","hotel_Resort Hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal_BB","meal_FB","meal_HB","meal_SC","country","market_segment_Aviation","market_segment_Complementary","market_segment_Corporate","market_segment_Direct","market_segment_Groups","market_segment_Offline TA/TO","market_segment_Online TA","distribution_channel_Corporate","distribution_channel_Direct","distribution_channel_GDS","distribution_channel_TA/TO","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type_No Deposit","deposit_type_Non Refund","deposit_type_Refundable","agent","company","days_in_waiting_list","customer_type_Contract","customer_type_Group","customer_type_Transient","customer_type_Transient-Party","adr","required_car_parking_spaces","total_of_special_requests"
0,1,1,0.273449920508744,1,6,27,26,0.153846153846154,0.15625,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.29144578313253,0,1
1,0,1,0.154213036565978,3,5,19,8,0.0769230769230769,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"8","0",0,0,0,1,0,0.497991967871486,0,0
1,0,0,0.14308426073132,3,7,30,24,0.0769230769230769,0.0625,2,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.650602409638554,0,0
1,0,1,0.0238473767885533,3,1,2,10,0,0.09375,2,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.311244979919679,0,0
1,0,1,0.0174880763116057,1,1,4,22,0,0.03125,2,0,0,0,0,0,1,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.267068273092369,0,1
0,1,0,0.095389507154213,2,9,40,29,0,0.09375,2,0,0,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8,0,1,0,0,"242","0",0,0,0,1,0,0.240963855421687,1,1
1,0,0,0.154213036565978,3,6,26,25,0.153846153846154,0.03125,2,1,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"7","0",0,0,0,1,0,0.479839357429719,0,0
1,0,0,0.00635930047694754,3,5,18,5,0,0.03125,1,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.634538152610442,0,1
1,0,0,0.120826709062003,3,2,7,12,0.153846153846154,0.0625,2,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.346987951807229,0,1
0,1,0,0.17329093799682,1,5,19,6,0.153846153846154,0.21875,2,0,0,1,0,0,0,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"241","0",0,0,0,1,0,0.193012048192771,0,1
0,1,0,0.0620031796502385,2,8,35,26,0.153846153846154,0.15625,2,0,0,0,0,1,0,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"142","0",0,1,0,0,0,0.527831325301205,0,0
1,0,1,0.491255961844197,3,2,7,17,0.307692307692308,0.21875,2,0,0,0,0,0,1,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.261646586345382,0,0
1,0,0,0.259141494435612,1,12,52,23,0.153846153846154,0.0625,2,2,0,0,0,1,0,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,7,0,1,0,0,"9","0",0,0,0,1,0,0.766867469879518,0,0
0,1,0,0.351351351351351,2,10,41,10,0.0769230769230769,0.03125,2,0,0,0,0,1,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"208","0",0,0,0,0,1,0.289156626506024,0,1
1,0,0,0.00635930047694754,1,9,38,15,0.0769230769230769,0.09375,2,0,0,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"7","0",0,0,0,1,0,0.429678714859438,0,1
0,1,0,0,1,1,4,21,0,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0357142857142857,1,4,0,1,0,0,"0","0",0,0,0,1,0,0.14859437751004,0,0
1,0,0,0.0794912559618442,2,8,35,25,0,0.125,3,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,1,0,0,"1","0",0,0,0,0,1,0.329317269076305,0,1
0,1,1,0.0349761526232114,2,8,33,12,0,0.125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,1,0,0,"240","0",0,0,0,1,0,0.839357429718876,0,3
1,0,0,0.26550079491256,3,6,24,12,0.0769230769230769,0.09375,3,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.725903614457831,0,2
1,0,0,0.0985691573926868,3,5,20,20,0.0769230769230769,0.03125,2,0,0,0,0,0,1,86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"8","0",0,0,0,1,0,0.570281124497992,0,0
1,0,0,0.00158982511923688,1,1,2,4,0.0769230769230769,0.03125,2,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,1,0,0,"0","0",0,0,0,0,1,0.298192771084337,0,1
1,0,1,0.00158982511923688,1,5,22,25,0,0.03125,1,0,0,1,0,0,0,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"0","153",0,0,0,1,0,0.373493975903614,0,0
1,0,1,0.0254372019077901,1,6,25,13,0.0769230769230769,0.0625,2,1,0,1,0,0,0,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.523413654618474,0,0
0,1,0,0.152623211446741,1,3,13,24,0.153846153846154,0.1875,2,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,1,0,0,"241","0",0,0,0,1,0,0.182971887550201,0,2
0,1,1,0.0397456279809221,3,3,10,8,0,0.09375,2,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"240","0",0,0,0,1,0,0.265060240963855,0,0
1,0,0,0.00317965023847377,1,1,3,14,0,0.03125,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"0","40",0,0,0,0,1,0.257028112449799,0,0
0,1,1,0.0969793322734499,1,8,34,16,0,0.125,2,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"240","0",0,0,0,1,0,0.831325301204819,0,0
1,0,0,0.521462639109698,3,6,23,9,0.153846153846154,0.125,2,0,0,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.43293172690763,0,4
1,0,1,0.29570747217806,3,8,33,17,0,0.09375,2,0,0,1,0,0,0,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.520883534136546,0,0
1,0,1,0.311605723370429,1,10,44,27,0,0.0625,2,0,0,1,0,0,0,95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.378714859437751,0,0
0,1,0,0.376788553259142,1,9,38,15,0.307692307692308,0.3125,2,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,"243","0",0,1,0,0,0,0.208232931726908,0,2
0,1,0,0.100158982511924,3,3,9,1,0.461538461538462,0.59375,1,0,0,0,0,1,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,"440","0",0.0946291560102302,0,0,0,1,0.158714859437751,0,1
0,1,0,0.00635930047694754,3,2,6,6,0.0769230769230769,0.03125,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0357142857142857,1,4,0,1,0,0,"0","120",0,0,0,1,0,0.160642570281124,1,1
1,0,1,0.139904610492846,3,2,6,9,0,0.09375,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,2,1,0,0,"9","0",0,0,0,1,0,0.367871485943775,0,3
1,0,0,0.0254372019077901,3,3,9,2,0.153846153846154,0.09375,2,0,0,1,0,0,0,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.360642570281125,0,0
1,0,0,0.427662957074722,3,8,31,3,0,0.03125,2,1,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.494377510040161,0,1
0,1,0,0.217806041335453,1,5,19,1,0.153846153846154,0.0625,2,0,0,0,0,1,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,5,1,1,0,0,"26","0",0,0,0,1,0,0.320562248995984,0,1
1,0,0,0.0699523052464229,1,1,1,2,0.153846153846154,0.03125,2,0,0,0,0,1,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,"1","0",0,0,0,0,1,0.385542168674699,0,0
0,1,1,0.278219395866455,3,4,14,6,0,0.09375,2,0,0,1,0,0,0,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.232931726907631,0,0
1,0,0,0.0969793322734499,3,1,1,1,0.153846153846154,0.125,2,0,0,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.399317269076305,0,1
0,1,0,0,1,11,46,11,0,0.03125,2,0,0,1,0,0,0,58,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,"0","0",0,0,0,1,0,0.273092369477912,0,1
1,0,0,0.0890302066772655,3,4,15,9,0.153846153846154,0.0625,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.497991967871486,0,0
0,1,0,0.0556438791732909,1,12,50,8,0,0.09375,1,0,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.164658634538153,0,1
0,1,0,0.00794912559618442,3,1,1,2,0.0769230769230769,0.09375,1,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"314","29",0,0,0,0,1,0.15421686746988,1,1
1,0,0,0.190779014308426,1,7,29,12,0,0.09375,3,0,0,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,1,0,0,"9","0",0,0,0,1,0,0.581124497991968,1,0
1,0,0,0.0286168521462639,3,7,27,8,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,1,1,0,0,"14","0",0,0,0,0,1,0.775100401606426,0,2
1,0,1,0.977742448330684,3,3,11,16,0,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"1","0",0,0,0,1,0,0.228915662650602,0,0
1,0,1,0.157392686804452,3,4,15,15,0.153846153846154,0.125,1,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"58","0",0,0,0,0,1,0.373493975903614,0,0
1,0,0,0.00476947535771065,3,3,10,9,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,1,0,0.385542168674699,0,2
1,0,0,0.00158982511923688,1,1,3,14,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"83","0",0,0,0,1,0,0.257028112449799,0,0
0,1,0,0.0747217806041336,1,4,18,30,0.0769230769230769,0.03125,1,0,0,0,0,1,0,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"298","0",0,0,0,0,1,0.210843373493976,0,0
1,0,0,0.068362480127186,1,10,44,25,0,0.03125,2,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.469879518072289,0,1
1,0,1,0.0429252782193959,2,7,31,27,0.0769230769230769,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"1","0",0,0,0,0,1,0.240963855421687,0,0
1,0,1,0.262321144674086,1,7,28,8,0,0.0625,2,0,0,0,0,0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.3714859437751,0,0
1,0,0,0.39268680445151,1,6,24,6,0.0769230769230769,0.03125,2,0,0,0,0,1,0,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,"6","0",0,0,0,0,1,0.437751004016064,0,1
0,1,0,0.286168521462639,3,7,28,14,0.0769230769230769,0.0625,2,2,0,1,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,7,0,1,0,0,"250","0",0,0,0,1,0,0.91566265060241,1,1
1,0,0,0.0842607313195548,1,11,46,7,0.0769230769230769,0.09375,2,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,"0","0",0,0,0,1,0,0.65863453815261,0,0
1,0,0,0.0461049284578696,3,1,1,2,0.0769230769230769,0.09375,2,0,0,0,0,1,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.51285140562249,0,1
0,1,0,0.0461049284578696,1,2,9,27,0.153846153846154,0.15625,2,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"115","0",0,0,0,1,0,0.0967871485943775,0,0
1,0,1,0.0890302066772655,3,7,28,15,0.153846153846154,0.03125,2,0,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.527429718875502,0,0
0,1,1,0.203497615262321,1,4,17,18,0.0769230769230769,0.125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.201606425702811,0,0
0,1,0,0.297297297297297,3,7,27,3,0.153846153846154,0.15625,2,0,0,0,0,1,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.55421686746988,0,1
1,0,1,0.0524642289348172,2,10,43,21,0,0.125,1,0,0,0,0,1,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"6","0",0,0,0,1,0,0.309678714859438,0,0
1,0,0,0.0222575516693164,3,2,5,3,0,0.0625,1,0,0,0,0,0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.345381526104418,0,1
1,0,0,0.284578696343402,1,9,39,24,0.153846153846154,0.03125,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,0,1,0.501606425702811,0,2
1,0,0,0.00317965023847377,1,5,20,14,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,1,0,0.313253012048193,0,2
1,0,1,0.19872813990461,1,2,9,21,0.153846153846154,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0.0384615384615385,0,2,2,0,1,0,0,"9","0",0,1,0,0,0,0.317269076305221,0,1
1,0,1,0.095389507154213,2,12,53,29,0.153846153846154,0.15625,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0.0384615384615385,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.435461847389558,0,0
0,1,0,0.543720190779014,1,10,42,14,0.153846153846154,0.15625,2,0,0,1,0,0,0,42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,6,0,1,0,0,"273","0",0.319693094629156,0,0,0,1,0.316506024096386,0,0
1,0,0,0.0969793322734499,2,11,47,21,0.153846153846154,0.03125,3,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,1,1,0,0,"28","0",0,0,0,1,0,0.353413654618474,0,0
1,0,1,0.112877583465819,3,3,11,17,0.153846153846154,0.09375,2,1,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"85","0",0,0,0,1,0,0.299196787148594,0,2
1,0,0,0.00158982511923688,1,1,2,4,0.0769230769230769,0,2,0,0,1,0,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.389558232931727,0,1
1,0,0,0.0381558028616852,1,9,38,12,0.0769230769230769,0,1,0,0,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,0,1,0.42570281124498,0,1
1,0,0,0.224165341812401,1,7,28,6,0.0769230769230769,0.125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,0,1,0.425502008032129,0,1
1,0,0,0.027027027027027,3,3,12,23,0,0.03125,2,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.345381526104418,0,1
1,0,1,0,3,8,32,7,0.0769230769230769,0,2,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.55421686746988,0,0
0,1,1,0.352941176470588,2,9,38,15,0.0769230769230769,0.15625,2,0,0,0,1,0,0,92,0,0,0,0,1,0,0,1,0,0,0,0,0.961538461538462,0,1,1,0,0,1,0,"252","0",0,0,0,1,0,0.192570281124498,0,0
0,1,0,0,1,1,4,22,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,1,0,0.172690763052209,0,0
1,0,0,0.0174880763116057,3,4,15,14,0.0769230769230769,0.0625,2,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,0,1,0.491967871485944,0,0
0,1,0,0.240063593004769,1,8,32,1,0.0769230769230769,0.09375,2,0,0,1,0,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"96","0",0,0,0,1,0,0.462650602409639,0,1
1,0,1,0.0190779014308426,1,3,13,24,0,0.09375,3,0,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.729598393574297,0,0
1,0,0,0.104928457869634,1,7,31,27,0.0769230769230769,0.125,3,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.559437751004016,0,0
1,0,0,0,1,6,26,21,0,0.09375,1,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.491285140562249,0,1
0,1,0,0.0206677265500795,3,1,2,12,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,"0","0",0,0,0,1,0,0.152610441767068,0,1
1,0,0,0.0381558028616852,1,9,39,18,0.153846153846154,0.03125,2,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"22","0",0,0,0,1,0,0.373493975903614,0,0
1,0,0,0.116057233704293,1,7,27,1,0.153846153846154,0.15625,3,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"86","0",0,0,0,1,0,0.464417670682731,0,1
0,1,0,0.0302066772655008,3,1,5,31,0,0.03125,1,0,0,1,0,0,0,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,1,1,0,0,"240","0",0,0,0,0,1,0.164658634538153,0,1
1,0,0,0.0111287758346582,1,5,19,5,0,0.09375,2,0,0,1,0,0,0,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"6","0",0,0,0,0,1,0.570281124497992,0,1
1,0,0,0.187599364069952,3,5,20,18,0,0.09375,3,0,0,0,0,1,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,1,0,0,"9","0",0,0,0,1,0,0.78714859437751,0,1
0,1,0,0.00635930047694754,3,5,18,5,0.153846153846154,0.0625,2,0,0,1,0,0,0,87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"240","0",0,0,0,1,0,0.373493975903614,0,2
0,1,0,0.0238473767885533,1,3,12,18,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"250","0",0,0,0,1,0,0.172690763052209,0,0
0,1,0,0.48489666136725,1,7,27,1,0.307692307692308,0.3125,2,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"40","0",0,1,0,0,0,0.232128514056225,0,0
1,0,0,0.0317965023847377,3,7,31,31,0.0769230769230769,0.09375,2,1,0,1,0,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,"14","0",0,0,0,1,0,0.710843373493976,0,0
1,0,0,0.348171701112878,2,9,36,4,0.0769230769230769,0.0625,1,0,0,1,0,0,0,103,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,1,0,0,"3","0",0,0,0,0,1,0.299879518072289,0,0
1,0,0,0.0842607313195548,2,8,35,24,0.0769230769230769,0.03125,2,0,0,1,0,0,0,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"1","0",0,0,0,0,1,0.240963855421687,0,0
0,1,0,0.0492845786963434,1,12,50,9,0,0.0625,1,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0178571428571429,1,4,0,1,0,0,"6","0",0,0,1,0,0,0.152610441767068,0,1
1,0,0,0.203497615262321,1,8,33,11,0,0.09375,3,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.581124497991968,0,2
0,1,0,0.0238473767885533,1,11,48,23,0,0.125,2,1,0,1,0,0,0,95,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,7,0,1,0,0,"240","0",0,0,0,0,1,0.345381526104418,1,2
0,1,0,0,3,4,17,28,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,"0","0",0,0,0,1,0,0.433734939759036,0,0
1,0,0,0.0937996820349762,1,8,36,31,0,0.09375,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.43293172690763,0,1
0,1,0,0.133545310015898,3,6,23,10,0.153846153846154,0.03125,2,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,0,"250","0",0,0,0,1,0,0.55421686746988,0,3
1,0,0,0.101748807631161,1,4,18,25,0.0769230769230769,0.03125,2,0,0,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.414859437751004,0,1
0,1,1,0.0317965023847377,3,8,35,27,0.153846153846154,0.15625,2,0,0,0,0,1,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,5,0,1,0,0,"11","0",0,0,0,1,0,0.72289156626506,0,1
0,1,0,0.00158982511923688,1,12,49,3,0,0.03125,2,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,"240","0",0,0,0,1,0,0.253012048192771,0,0
1,0,1,0.182829888712242,3,5,21,22,0.0769230769230769,0.09375,2,0,0,1,0,0,0,71,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,1,0,0,"9","0",0,0,0,1,0,0.687751004016064,0,2
1,0,0,0.166931637519873,3,3,10,8,0.0769230769230769,0.125,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"8","0",0,0,0,1,0,0.360682730923695,0,1
0,1,0,0.111287758346582,1,11,49,29,0,0.125,2,0,0,0,0,1,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,6,0,1,0,0,"240","0",0,0,0,1,0,0.324497991967871,0,1
1,0,0,0.351351351351351,2,10,42,17,0.153846153846154,0.03125,2,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"3","0",0,0,0,0,1,0.253012048192771,0,0
0,1,0,0.12241653418124,2,9,40,28,0.230769230769231,0.21875,2,0,0,0,0,1,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"40","0",0,1,0,0,0,0.281526104417671,0,0
1,0,1,0.108108108108108,1,4,18,24,0.153846153846154,0.0625,2,0,0,1,0,0,0,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,"9","0",0,0,0,1,0,0.427228915662651,0,1
1,0,0,0.0842607313195548,1,12,51,16,0,0.03125,2,0,0,0,0,0,1,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.31004016064257,0,2
1,0,0,0.422893481717011,3,5,20,17,0,0.0625,3,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,1,0,0,"9","0",0,0,0,1,0,0.0642570281124498,0,1
1,0,1,0.0874403815580286,3,5,22,31,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"0","0",0,0,0,1,0,0.534136546184739,0,0
1,0,0,0.0174880763116057,3,3,10,7,0,0.0625,1,0,0,1,0,0,0,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"441","0",0,0,0,0,1,0.514056224899598,0,2
0,1,0,0.0206677265500795,1,6,26,20,0.0769230769230769,0,2,0,0,1,0,0,0,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,1,0,0,"240","0",0,0,0,0,1,0.389558232931727,0,1
0,1,0,0.0779014308426073,2,7,31,27,0.230769230769231,0.15625,2,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"242","0",0,0,0,1,0,0.714377510040161,0,1
